#ID;wigosIdentifier;Kennung;Stationsname;Geraetetyp;Messnetz;von_Datum;Geog_Breite;Geog_Laenge;Stationshoehe;pressureLevel;pressureRefLevel;barometerLevel;barometerHeight;airtemp200Height;airtemp005Height;humidityHeight;watertempHeight;rainHeight;visibilityHeight;snowHeight;windHeight;sunHeight;radiationHeight;hasPyrano;cloudHeight
4080;0-276-3-4080;B587;Ducherow-Rathebur;MODES III N;16,320;01.02.1910;53.740917;13.790639;9.0;9;;;;;0.05;;;1;;;;;;0;
1495;0-276-3-1495;B629;Friedrichsruhe-Goldenbow;MODES III N;16,320;01.12.1936;53.538852;11.7607;52.0;52;;;;;0.05;;;1;;;;;;0;
15189;0-276-3-15189;B650;Sukow-Levitzow;MODES III W;16,320;20.12.2012;53.828116;12.593625;12.0;12;;;;;0.05;;;;;;12;;;0;
5854;0-276-3-5854;B670;Friedland;MODES III N;16,320;11.01.1967;53.655726;13.536919;24.0;24;;;;;0.05;;;1;;;;;;0;
4282;0-276-3-4282;B687;Rothemühl;MODES III N;16,320;01.01.1887;53.595357;13.812134;23.5;23.5;;;;;0.05;;;1;;;;;;0;
7078;0-276-3-7078;B710;Wittendörp-Dodow;MODES III N;16,320;01.11.2004;53.503518;11.00137;34.0;34;;;;;0.05;;;1;;;;;;0;
3564;0-276-3-3564;B728;Neustadt-Glewe-Friedrichsmoor;MODES III N;16,320;01.01.1888;53.457104;11.568696;35.0;35;;;;;0.05;;;1;;;;;;0;
3945;0-276-3-3945;B747;Plau am See;MODES III N;16,320;01.01.1887;53.458432;12.241705;66.0;66;;;;;0.05;;;1;;;;;;0;
7077;0-276-3-7077;B766;Penzlin-Groß Lukow;MODES III N;16,320;12.02.2004;53.525457;13.016084;53.5;53.5;;;;;0.05;;;1;;;;;;0;
4101;0-276-3-4101;B818;Redefin;MODES III N;16,320;01.09.1960;53.346894;11.199183;16.0;16;;;;;0.05;;;1;;;;;;0;
6106;0-276-3-6106;B853;Rechlin;MODES III W;16,320;01.01.1939;53.331116;12.714875;62.0;62;;;;;0.05;;;;;;12;;;0;
6109;0-276-3-6109;B898;Grambow-Schwennenz;MODES III S;16,320;01.10.1998;53.383698;14.372801;50.5;50.5;;;;2;0.05;2;;1;;;;;;0;
1717;0-276-3-1717;B923;Grabow (Kläranlage Fahlenkamp);MODES III N;16,320;01.09.1898;53.265179;11.504215;28.5;28.5;;;;;0.05;;;1;;;;;;0;
3146;0-276-3-3146;B926;Malk Göhren;MODES III N;16,320;01.12.1935;53.214097;11.368558;32.0;32;;;;;0.05;;;1;;;;;;0;
3297;0-276-3-3297;B951;Lärz-Krümmel;MODES III N;16,320;01.08.1899;53.268105;12.722084;63.5;63.5;;;;;0.05;;;1;;;;;;0;
3238;0-276-3-3238;B995;Mellenthin-Dewichow;MODES III N;16,320;01.11.1966;53.949655;13.97418;3.0;3;;;;;0.05;;;1;;;;;;0;
19844;0-276-6-19844;C208;Hamburg-Neustadt;MODES III S;16,320,731;20.07.2023;53.552971;9.978286;17.0;17;;;;2;0.05;2;;1;;;2;;2;0;
1981;0-276-3-1981;C720;Hamburg-Neuwiedenthal;MODES III S;16,320;01.01.1943;53.477585;9.895741;3.5;3.5;;;;2;0.05;2;;1;;;;;;0;
619;0-276-3-619;E006;Borkum-Süderstraße;MODES III W;16,320;01.01.1876;53.578832;6.670344;11.6;11.6;;;;;0.05;;;;;;10;;;0;
7373;0-276-3-7373;E008;Borkum-Flugplatz;MODES III S;16,320;23.11.2005;53.598385;6.702417;3.0;3;;;;2;0.05;2;;1;;;;;;0;
1030;0-276-3-1030;E025;Dornum;MODES III N;16,320;01.04.1958;53.645983;7.430158;2.5;2.5;;;;;0.05;;;1;;;;;;0;
6091;0-276-3-6091;E031;Spiekeroog (SWN);MODES III W;16,320;01.07.1896;53.767428;7.672129;13.5;13.5;;;;;0.05;;;;;;10;;;0;
6157;0-276-3-6157;E043;Wangerland-Hooksiel;MODES III S;16,320;01.02.1999;53.641065;8.08086;4.0;4;;;;2;0.05;2;;1;;;;;;0;
2844;0-276-3-2844;E067;Langen-Holßel, Kreis Cuxhaven;MODES III N;16,320;01.05.1891;53.695623;8.629108;9.4;9.4;;;;;0.05;;;1;;;;;;0;
4841;0-276-3-4841;E078;Steinau, Kr. Cuxhaven;MODES III S;16,320;16.10.1895;53.694592;8.873533;-0.4;-0.4;;;;2;0.05;2;;1;;;;;;0;
1451;0-276-3-1451;E082;Freiburg/Elbe;MODES III S;16,320;01.11.1970;53.827696;9.249276;2.0;2;;;;2;0.05;2;;1;;;;;;0;
2822;0-276-3-2822;E087;Lamstedt;MODES III N;16,320;01.08.1906;53.636892;9.097868;26.0;26;;;;;0.05;;;1;;;;;;0;
1056;0-276-3-1056;E091;Drochtersen;MODES III N;16,320;01.06.1891;53.711752;9.379085;2.0;2;;;;;0.05;;;1;;;;;;0;
6108;0-276-3-6108;E095;Ruthenstrom;MODES III W;16,320;27.06.2001;53.71965;9.419156;7.0;7;;;;;0.05;;;;;;12;;;0;
4857;0-276-3-4857;E099;Mittelnkirchen-Hohenfelde;MODES III S;16,320;01.11.1990;53.553423;9.609747;1.5;1.5;;;;2;0.05;2;;1;;;;;;0;
2763;0-276-3-2763;E103;Norden-Leybuchtpolder;MODES III N;16,320;01.10.1933;53.503894;7.121735;1.0;1;;;;;0.05;;;1;;;;;;0;
4803;0-276-3-4803;E145;Butjadingen-Inte;MODES III N;16,320;01.06.1922;53.492638;8.376849;1.0;1;;;;;0.05;;;1;;;;;;0;
4920;0-276-3-4920;E158;Beverstedt;MODES III N;16,320;01.07.1937;53.425244;8.804026;3.8;3.8;;;;;0.05;;;1;;;;;;0;
2465;0-276-3-2465;E188;Jork-Moorende;MODES III N;16,320;01.05.1891;53.508338;9.737635;0.2;0.2;;;;;0.05;;;1;;;;;;0;
561;0-276-3-561;E200;Bockhorn-Grabstede;MODES III N;16,320;01.06.1922;53.367048;7.967927;11.0;11;;;;;0.05;;;1;;;;;;0;
1014;0-276-3-1014;E207;Dollart-Kanalpolder;MODES III N;16,320;01.01.1892;53.228884;7.219053;2.0;2;;;;;0.05;;;1;;;;;;0;
3342;0-276-3-3342;E212;Moormerland-Neermoor;MODES III N;16,320;01.01.1936;53.310978;7.432904;0.0;0;;;;;0.05;;;1;;;;;;0;
5518;0-276-3-5518;E229;Westerstede;MODES III N;16,320;15.05.1903;53.250375;7.934993;5.5;5.5;;;;;0.05;;;1;;;;;;0;
3853;0-276-3-3853;E232;Ovelgönne;MODES III N;16,320;07.04.1903;53.381903;8.449286;2.5;2.5;;;;;0.05;;;1;;;;;;0;
4078;0-276-3-4078;E234;Rastede;MODES III N;16,320;01.06.1922;53.242759;8.223641;17.5;17.5;;;;;0.05;;;1;;;;;;0;
642;0-276-3-642;E235;Brake;MODES III W;16,320;09.01.1878;53.35176;8.496943;3.5;3.5;;;;;0.05;;;;;;10;;;0;
5014;0-276-3-5014;E254;Worpswede-Hüttenbusch;MODES III S;16,320;01.05.1951;53.275827;8.985687;6.5;6.5;;;;2;0.05;2;;1;;;;;;0;
760;0-276-3-760;E273;Rosengarten-Klecken;MODES III S;16,320;01.01.1951;53.3629;9.943511;83.0;83;;;;2;0.05;2;;1;;;;;;0;
2689;0-276-3-2689;E277;Königsmoor;MODES III N;16,320;01.01.1916;53.227933;9.652723;40.0;40;;;;;0.05;;;1;;;;;;0;
542;0-276-3-542;E297;Bleckede-Walmsburg;MODES III N;16,320;01.01.1937;53.240142;10.852162;12.0;12;;;;;0.05;;;1;;;;;;0;
6093;0-276-3-6093;E298;Wendisch Evern;MODES III S;16,320;01.02.1998;53.213878;10.470375;62.0;62;;;;2;0.05;2;;1;;;;;;0;
2355;0-276-3-2355;E335;Hude/Oldenburg;MODES III N;16,320;01.06.1922;53.122799;8.42046;4.0;4;;;;;0.05;;;1;;;;;;0;
3848;0-276-3-3848;E342;Ottersberg-Otterstedt;MODES III N;16,320;01.06.1891;53.140299;9.151689;17.5;17.5;;;;;0.05;;;1;;;;;;0;
4275;0-276-3-4275;E355;Rotenburg (Wümme);MODES III S;16,320;01.05.1891;53.128923;9.339795;31.5;31.5;;;;2;0.05;2;;1;;;;;;0;
5767;0-276-3-5767;E364;Heeslingen-Wiersdorf;MODES III N;16,320;01.07.1891;53.298853;9.335125;28.0;28;;;;;0.05;;;1;;;;;;0;
15512;0-276-3-15512;E374;Rehlingen-Ehlbeck;MODES III N;16,320;01.10.1946;53.085885;10.161061;65.0;65;;;;;0.05;;;1;;;;;;0;
5762;0-276-3-5762;E387;Zernien;MODES III N;16,320;01.04.1949;53.070402;10.883125;83.0;83;;;;;0.05;;;1;;;;;;0;
6159;0-276-3-6159;E402;Dörpen;MODES III S;16,320;27.02.1959;52.954199;7.319679;8.0;8;;;;2;0.05;2;;1;;;10;;;0;
44;0-276-3-44;E426;Großenkneten;MODES III S;15,16,320;01.08.1945;52.933593;8.237018;44.0;44;;;;2;0.05;2;;1;;;;6;;0;
5822;0-276-3-5822;E438;Bassum;MODES III S;16,17,320;24.09.1975;52.86303;8.698853;41.5;41.5;;;;2;0.05;2;;1;;;;;;0;
4600;0-276-3-4600;E445;Schwarme;MODES III N;16,320;01.09.1933;52.908108;9.045152;11.5;11.5;;;;;0.05;;;1;;;;;;0;
5209;0-276-3-5209;E451;Verden-Dauelsen;MODES III N;16,320;06.08.1894;52.958617;9.226861;19.5;19.5;;;;;0.05;;;1;;;;;;0;
5146;0-276-3-5146;E475;Uelzen;MODES III S;16,320;01.11.1886;52.941435;10.528857;50.0;50;;;;2;0.05;2;;1;;;;;;0;
5132;0-276-3-5132;E501;Twist-Hebelermeer;MODES III N;16,320;01.12.1885;52.743015;7.07542;17.0;17;;;;;0.05;;;1;;;;;;0;
1792;0-276-3-1792;E513;Groß Berßen;MODES III S;16,320;01.02.1937;52.755286;7.481492;27.0;27;;;;2;0.05;2;;1;;;;;;0;
292;0-276-3-292;E545;Barnstorf;MODES III N;16,320;31.01.1980;52.696508;8.486956;37.0;37;;;;;0.05;;;1;;;;;;0;
1336;0-276-3-1336;E571;Fallingbostel, Bad;MODES III N;16,320;01.02.1938;52.856783;9.67563;67.0;67;;;;;0.05;;;1;;;;;;0;
7361;0-276-3-7361;E586;Scharnhorst-Marwede;MODES III N;16,320;06.07.2005;52.736346;10.344026;72.5;72.5;;;;;0.05;;;1;;;;;;0;
15194;0-276-3-15194;E590;Börßum-Achim;MODES III W;16,320;14.02.2013;52.06879;10.624451;129.0;129;;;;;0.05;;;;;;10;;;0;
1223;0-276-3-1223;E601;Ringe-Großringe;MODES III N;16,320;04.12.1936;52.598302;6.944915;16.0;16;;;;;0.05;;;1;;;;;;0;
4683;0-276-3-4683;E622;Fürstenau;MODES III N;16,320;01.10.1892;52.515965;7.676221;47.5;47.5;;;;;0.05;;;1;;;;;;0;
78;0-276-3-78;E626;Alfhausen;MODES III S;16,320;15.04.1949;52.485322;7.912544;63.5;63.5;;;;2;0.05;2;;1;;;;;;0;
988;0-276-3-988;E631;Dinklage;MODES III N;16,320;01.06.1904;52.67462;8.113724;26.5;26.5;;;;;0.05;;;1;;;;;;0;
2577;0-276-3-2577;E651;Kirchdorf, Kreis Diepholz;MODES III N;16,320;01.12.1902;52.600709;8.852192;34.0;34;;;;;0.05;;;1;;;;;;0;
4112;0-276-3-4112;E659;Rehburg-Loccum;MODES III N;16,320;16.11.2006;52.439577;9.133518;60.0;60;;;;;0.05;;;1;;;;;;0;
4601;0-276-3-4601;E662;Essel;MODES III N;16,320;01.07.1908;52.679692;9.652352;27.5;27.5;;;;;0.05;;;1;;;;;;0;
3558;0-276-3-3558;E667;Neustadt am Rübenberge;MODES III N;16,320;01.11.1902;52.499967;9.494071;40.5;40.5;;;;;0.05;;;1;;;;;;0;
5382;0-276-3-5382;E672;Wedemark-Elze;MODES III N;16,320;01.05.1911;52.588296;9.73857;39.0;39;;;;;0.05;;;1;;;;;;0;
848;0-276-3-848;E673;Celle (Stadt);MODES III N;16,320;01.07.1887;52.614642;10.072598;38.0;38;;;;;0.05;;;1;;;;;;0;
5148;0-276-3-5148;E688;Uetze;MODES III N;16,320;01.09.1894;52.458765;10.188826;59.5;59.5;;;;;0.05;;;1;;;;;;0;
7432;0-276-3-7432;E691;Wittingen-Vorhop;MODES III S;16,320;01.09.2006;52.642294;10.662762;70.5;70.5;;;;2;0.05;2;;1;;;;;;0;
357;0-276-3-357;E704;Bentheim, Bad;MODES III N;16,320;25.04.1937;52.301792;7.130106;50.0;50;;;;;0.05;;;1;;;;;;0;
3820;0-276-3-3820;E711;Ostercappeln-Schwagstorf;MODES III N;16,320;01.06.1901;52.365638;8.201145;57.5;57.5;;;;;0.05;;;1;;;;;;0;
1304;0-276-3-1304;E718;Essen-Brockhausen, Bad;MODES III N;16,320;01.11.1919;52.334533;8.38774;48.0;48;;;;;0.05;;;1;;;;;;0;
4288;0-276-3-4288;E727;Rothenfelde, Bad;MODES III N;16,320;09.05.1936;52.103808;8.180881;96.0;96;;;;;0.05;;;1;;;;;;0;
1993;0-276-3-1993;E732;Hameln;MODES III W;16,320;01.06.1891;52.084784;9.389576;67.5;67.5;;;;;0.05;;;;;;10;;;0;
7425;0-276-3-7425;E738;Rinteln-Volksen;MODES III N;16,320;01.04.2006;52.13836;9.111947;215.5;215.5;;;;;0.05;;;1;;;;;;0;
13675;0-276-3-13675;E739;Hameln-Hastenbeck;MODES III S;16,320;01.03.2007;52.081826;9.407661;75.0;75;;;;2;0.05;2;;1;;;;;;0;
294;0-276-3-294;E744;Barsinghausen-Hohenbostel;MODES III S;16,320;01.02.1992;52.319851;9.42997;109.5;109.5;;;;2;0.05;2;;1;;;;;;0;
15811;0-276-6-15811;E749;Hannover-Nordstadt;MODES III S;16,320,731;15.11.2016;52.383857;9.730775;54.0;54;;;;2;0.05;2;;1;;;2;;2;0;
2011;0-276-3-2011;E755;Hannover-Herrenhausen;MODES III N;16,320;01.06.1911;52.396469;9.662863;50.0;50;;;;;0.05;;;1;;;;;;0;
2012;0-276-3-2012;E756;Hannover-Kirchrode;MODES III N;16,320;01.11.1955;52.367103;9.819005;57.0;57;;;;;0.05;;;1;;;;;;0;
13699;0-276-3-13699;E762;Lehrte-Sievershausen;MODES III N;16,320;01.08.2007;52.366648;10.126468;66.0;66;;;;;0.05;;;1;;;;;;0;
4790;0-276-3-4790;E764;Springe;MODES III N;16,320;01.06.1891;52.205394;9.566817;98.0;98;;;;;0.05;;;1;;;;;;0;
4947;0-276-3-4947;E792;Süpplingen;MODES III W;16,320;17.08.1988;52.231737;10.920002;129.0;129;;;;;0.05;;;;;;10;;;0;
13777;0-276-3-13777;E798;Helmstedt-Emmerstedt;MODES III S;16,320;03.12.2007;52.246687;10.959207;108.5;108.5;;;;2;0.05;2;;1;;;;;;0;
1278;0-276-3-1278;E799;Cremlingen-Destedt;MODES III N;16,320;12.06.2007;52.244852;10.718235;163.0;163;;;;;0.05;;;1;;;;;;0;
3844;0-276-3-3844;E805;Ottenstein;MODES III N;16,320;01.01.1882;51.94726;9.399808;304.5;304.5;;;;;0.05;;;1;;;;;;0;
2323;0-276-3-2323;E818;Bevern, Kr. Holzminden;MODES III S;16,320;01.04.1934;51.85294;9.495274;110.0;110;;;;2;0.05;2;;1;;;;;;0;
1170;0-276-3-1170;E835;Eimen-Vorwohle;MODES III N;16,320;01.03.1947;51.887336;9.727987;267.0;267;;;;;0.05;;;1;;;;;;0;
3348;0-276-3-3348;E839;Moringen-Lutterbeck;MODES III S;16,320;01.07.1990;51.72086;9.835126;241.0;241;;;;2;0.05;2;;1;;;;;;0;
3651;0-276-3-3651;E857;Northeim-Stöckheim;MODES III W;16,320;02.04.1992;51.752086;9.94504;111.0;111;;;;;0.05;;;;;;10;;;0;
3650;0-276-3-3650;E858;Northeim-Imbshausen;MODES III N;16,320;01.01.1936;51.763036;10.041607;213.5;213.5;;;;;0.05;;;1;;;;;;0;
4651;0-276-3-4651;E864;Seesen;MODES III S;16,320;01.06.1878;51.903979;10.188488;189.0;189;;;;2;0.05;2;;1;;;;;;0;
2839;0-276-3-2839;E884;Langelsheim-Astfeld;MODES III N;16,320;01.01.1951;51.926175;10.346131;209.5;209.5;;;;;0.05;;;1;;;;;;0;
2039;0-276-3-2039;E897;Harzburg, Bad;MODES III S;16,17,320;01.01.1906;51.900249;10.569851;203.0;203;;;;2;0.05;2;;1;;;;;;0;
567;0-276-3-567;E902;Bodenfelde-Amelith;MODES III N;16,320;01.12.1896;51.695724;9.513524;260.0;260;;;;;0.05;;;1;;;;;;0;
378;0-276-3-378;E931;Berka;MODES III N;16,320;01.05.1891;51.684172;10.107803;134.0;134;;;;;0.05;;;1;;;;;;0;
2174;0-276-3-2174;E944;Herzberg;MODES III S;16,320;01.01.1887;51.625476;10.369512;236.0;236;;;;2;0.05;2;;1;;;;;;0;
2175;0-276-3-2175;E950;Herzberg-Lonau;MODES III N;16,320;27.11.1963;51.688976;10.357102;335.5;335.5;;;;;0.05;;;1;;;;;;0;
2890;0-276-3-2890;E955;Lauterberg,Bad-Bartolfelde;MODES III N;16,320;01.03.1989;51.595667;10.462967;306.0;306;;;;;0.05;;;1;;;;;;0;
1039;0-276-3-1039;E970;Dransfeld-Ossenfeld;MODES III N;16,320;01.07.1891;51.526295;9.797802;317.0;317;;;;;0.05;;;1;;;;;;0;
3280;0-276-3-3280;F020;Meyenburg;MODES III N;16,320;01.02.1890;53.308318;12.293694;98.0;98;;;;;0.05;;;1;;;;;;0;
2438;0-276-3-2438;F050;Uckerland-Karlstein;MODES III N;16,320;01.01.1887;53.427726;13.816671;40.5;40.5;;;;;0.05;;;1;;;;;;0;
4984;0-276-3-4984;F069;Hohenreinkendorf;MODES III N;16,320;01.10.1936;53.225167;14.329961;48.0;48;;;;;0.05;;;1;;;;;;0;
2951;0-276-3-2951;F105;Lenzen/Elbe;MODES III S;16,320;01.01.1890;53.100708;11.486414;20.0;20;;;;2;0.05;2;;1;;;;;;0;
2531;0-276-3-2531;F108;Karstädt/Prignitz;MODES III N;16,320;01.01.1890;53.172426;11.749132;32.0;32;;;;;0.05;;;1;;;;;;0;
2779;0-276-3-2779;F125;Kuhbier;MODES III N;16,320;01.11.1953;53.148574;12.085143;59.0;59;;;;;0.05;;;1;;;;;;0;
5643;0-276-3-5643;F143;Wittstock-Rote Mühle;MODES III S;16,320;01.01.1856;53.186436;12.494939;67.5;67.5;;;;2;0.05;2;;1;;;;;;0;
3509;0-276-3-3509;F151;Stechlin-Menz;MODES III S;16,320;01.10.2004;53.101974;13.042072;78.0;78;;;;2;0.05;2;;1;;;;;;0;
3308;0-276-3-3308;F172;Mittenwalde/Uckermark;MODES III N;16,320;01.08.1894;53.184585;13.654515;74.5;74.5;;;;;0.05;;;1;;;;;;0;
3473;0-276-3-3473;F178;Neuruppin-Gühlen Glienicke;MODES III N;16,320;01.11.1901;53.052808;12.756211;88.5;88.5;;;;;0.05;;;1;;;;;;0;
3881;0-276-3-3881;F191;Schwedt/Oder-Passow;MODES III N;16,320;01.11.1951;53.141965;14.107435;11.5;11.5;;;;;0.05;;;1;;;;;;0;
7079;0-276-3-7079;F199;Berkholz-Meyenburg;MODES III N;16,320;12.02.2004;53.044332;14.242298;14.0;14;;;;;0.05;;;1;;;;;;0;
3906;0-276-3-3906;F210;Perleberg;MODES III N;16,320;01.04.1887;53.095176;11.860293;40.0;40;;;;;0.05;;;1;;;;;;0;
5745;0-276-3-5745;F263;Zehdenick;MODES III S;15,16,320;22.01.1932;52.96635;13.326752;51.0;51;;;;2;0.05;2;;1;;;;;;0;
1810;0-276-3-1810;F265;Schorfheide-Groß Schönebeck;MODES III N;16,320;21.05.1963;52.909373;13.537061;54.5;54.5;;;;;0.05;;;1;;;;;;0;
1497;0-276-3-1497;F280;Friedrichswalde;MODES III N;16,320;01.06.1902;53.023826;13.708829;74.0;74;;;;;0.05;;;1;;;;;;0;
2625;0-276-3-2625;F305;Kleßen;MODES III N;16,320;01.09.1887;52.739049;12.498366;39.0;39;;;;;0.05;;;1;;;;;;0;
2733;0-276-3-2733;F325;Kremmen-Groß Ziethen;MODES III N;16,320;01.10.1907;52.727734;13.012113;45.5;45.5;;;;;0.05;;;1;;;;;;0;
3205;0-276-3-3205;F338;Marwitz (Wasserwerk);MODES III N;16,320;01.04.1986;52.657941;13.178961;33.0;33;;;;;0.05;;;1;;;;;;0;
7389;0-276-3-7389;F361;Heckelberg;MODES III S;16,320;01.08.1916;52.746142;13.842702;83.0;83;;;;2;0.05;2;;1;;;12;;;0;
5729;0-276-3-5729;F385;Wustrow;MODES III N;16,320;01.03.1891;52.760573;14.217398;6.0;6;;;;;0.05;;;1;;;;;;0;
6265;0-276-3-6265;F419;Wusterwitz;MODES III S;16,320;01.09.2002;52.361279;12.386733;36.0;36;;;;2;0.05;2;;1;;;;;;0;
5825;0-276-3-5825;F431;Berge;MODES III S;16,320;01.04.1914;52.619829;12.786684;40.5;40.5;;;;2;0.05;2;;1;;;10;;;0;
4637;0-276-3-4637;F448;Staaken;MODES III N;16,320;01.04.1936;52.540408;13.124293;31.0;31;;;;;0.05;;;1;;;;;;0;
53;0-276-3-53;F451;Ahrensfelde;MODES III N;16,320;01.01.1934;52.585015;13.563378;60.0;60;;;;;0.05;;;1;;;;;;0;
4912;0-276-3-4912;F470;Strausberg;MODES III N;16,320;01.05.1897;52.588376;13.928872;81.0;81;;;;;0.05;;;1;;;;;;0;
3376;0-276-3-3376;F475;Müncheberg;MODES III S;16,320;01.01.1883;52.517597;14.123225;63.5;63.5;;;;2;0.05;2;;1;;;10;;;0;
5684;0-276-3-5684;F509;Wollin;MODES III N;16,320;21.10.1935;52.281319;12.468119;40.0;40;;;;;0.05;;;1;;;;;;0;
6253;0-276-3-6253;F518;Brandenburg/Havel;MODES III W;16,320;01.09.2001;52.422811;12.566729;31.0;31;;;;;0.05;;;;;;12;;;0;
1801;0-276-3-1801;F520;Groß Kreutz-Krielow;MODES III N;16,320;01.01.1890;52.416907;12.800607;31.0;31;;;;;0.05;;;1;;;;;;0;
5555;0-276-3-5555;F545;Thyrow;MODES III N;16,320;27.11.1972;52.253376;13.236146;43.0;43;;;;;0.05;;;1;;;;;;0;
3967;0-276-3-3967;F598;Pohlitz;MODES III N;16,320;01.07.1987;52.183643;14.574787;70.0;70;;;;;0.05;;;1;;;;;;0;
735;0-276-3-735;F620;Brück-Gömnigk;MODES III N;16,320;01.01.1890;52.169188;12.733336;52.5;52.5;;;;;0.05;;;1;;;;;;0;
1350;0-276-3-1350;F635;Felgentreu;MODES III N;16,320;01.01.1937;52.099704;13.001635;49.0;49;;;;;0.05;;;1;;;;;;0;
13712;0-276-3-13712;F660;Münchehofe;MODES III N;16,320;02.10.2007;52.148833;13.835873;44.0;44;;;;;0.05;;;1;;;;;;0;
714;0-276-3-714;F681;Neu Madlitz;MODES III N;16,320;01.01.1989;52.365259;14.247393;46.0;46;;;;;0.05;;;1;;;;;;0;
6170;0-276-3-6170;F695;Coschen;MODES III S;16,320;01.11.1999;52.019184;14.725442;39.0;39;;;;2;0.05;2;;1;;;;;;0;
2856;0-276-3-2856;F707;Langenlipsdorf;MODES III S;16,320;01.06.1899;51.917335;13.087753;91.5;91.5;;;;2;0.05;2;;1;;;12;;;0;
2278;0-276-3-2278;F736;Hohenbucko;MODES III N;16,320;01.10.1936;51.764009;13.469979;131.0;131;;;;;0.05;;;1;;;;;;0;
3083;0-276-3-3083;F742;Lübben-Blumenfelde;MODES III S;16,320;01.09.1991;51.926694;13.879715;56.5;56.5;;;;2;0.05;2;;1;;;;;;0;
504;0-276-3-504;F757;Lübbenau/Spreewald-Bischdorf;MODES III N;16,320;01.01.1926;51.798153;13.971648;78.5;78.5;;;;;0.05;;;1;;;;;;0;
2997;0-276-3-2997;F770;Lieberose;MODES III N;16,320;01.04.1889;51.986088;14.304403;49.5;49.5;;;;;0.05;;;1;;;;;;0;
1744;0-276-3-1744;F878;Spremberg-Graustein;MODES III N;16,320;01.02.1937;51.571772;14.47636;138.5;138.5;;;;;0.05;;;1;;;;;;0;
2627;0-276-3-2627;F951;Schipkau-Klettwitz;MODES III S;16,320;01.05.1996;51.555433;13.884528;128.0;128;;;;2;0.05;2;;1;;;;;;0;
400;0-276-3-400;G002;Berlin-Buch;MODES III S;15,16,320;01.01.1889;52.630956;13.502135;60.0;60;;;;2;0.05;2;;1;;;;;;0;
420;0-276-3-420;G005;Berlin-Marzahn;MODES III S;16,320;01.05.1993;52.544744;13.559789;61.0;61;;;;2;0.05;2;;1;;;;;;0;
5513;0-276-3-5513;H009;Westerkappeln;MODES III N;16,320;01.09.1891;52.290208;7.868747;92.0;92;;;;;0.05;;;1;;;;;;0;
4063;0-276-3-4063;H012;Rahden-Kleinendorf;MODES III S;16,320;01.08.1890;52.446122;8.590574;40.5;40.5;;;;2;0.05;2;;1;;;;;;0;
3913;0-276-3-3913;H027;Petershagen;MODES III N;16,320;01.10.1896;52.3817;9.017551;43.0;43;;;;;0.05;;;1;;;;;;0;
4849;0-276-3-4849;H058;Steinfurt-Burgsteinfurt;MODES III N;16,320;01.09.1891;52.117259;7.341055;64.0;64;;;;;0.05;;;1;;;;;;0;
2254;0-276-3-2254;H061;Hörstel-Riesenbeck;MODES III N;16,320;01.06.2005;52.239575;7.64486;46.0;46;;;;;0.05;;;1;;;;;;0;
3081;0-276-3-3081;H081;Espelkamp-Isenstedt;MODES III N;16,320;01.09.1890;52.345157;8.647666;65.0;65;;;;;0.05;;;1;;;;;;0;
871;0-276-3-871;H119;Coesfeld;MODES III N;16,320;01.09.1900;51.96175;7.158484;87.0;87;;;;;0.05;;;1;;;;;;0;
2999;0-276-3-2999;H142;Lienen-Kattenvenne;MODES III N;16,320;01.12.1936;52.121146;7.869893;55.0;55;;;;;0.05;;;1;;;;;;0;
13669;0-276-3-13669;H145;Ostbevern-Schirlheide;MODES III N;16,320;01.02.2007;52.008733;7.851948;55.0;55;;;;;0.05;;;1;;;;;;0;
1241;0-276-3-1241;H170;Enger;MODES III N;16,320;01.01.1949;52.150023;8.522574;128.0;128;;;;;0.05;;;1;;;;;;0;
7106;0-276-3-7106;H174;Bielefeld-Deppendorf;MODES III S;16,320;01.04.2006;52.071449;8.456493;105.0;105;;;;2;0.05;2;;1;;;;;;0;
2629;0-276-3-2629;H203;Kleve;MODES III S;16,320;01.01.1848;51.761242;6.095381;46.0;46;;;;2;0.05;2;;1;;;;;;0;
902;0-276-3-902;H212;Dahlem-Schmidtheim;MODES III N;16,320;01.06.1892;50.411493;6.561503;572.5;572.5;;;;;0.05;;;1.5;;;;;;0;
4150;0-276-3-4150;H235;Reken;MODES III N;16,320;01.09.1891;51.811752;7.090713;59.0;59;;;;;0.05;;;1;;;;;;0;
6337;0-276-3-6337;H247;Lüdinghausen-Brochtrup;MODES III S;16,320;11.08.2003;51.766342;7.519387;58.0;58;;;;2;0.05;2;;1;;;;;;0;
1046;0-276-3-1046;H257;Drensteinfurt;MODES III N;16,320;01.04.1892;51.758488;7.752784;72.0;72;;;;;0.05;;;1;;;;;;0;
2027;0-276-3-2027;H261;Harsewinkel;MODES III N;16,320;01.09.1891;51.975316;8.209404;63.0;63;;;;;0.05;;;1;;;;;;0;
13693;0-276-3-13693;H265;Gütersloh/Ems;MODES III W;16,320;28.06.2007;51.925818;8.311056;70.0;70;;;;;0.05;;;;;;10;;;0;
2810;0-276-3-2810;H281;Lage, Kreis Lippe-Hörste;MODES III N;16,320;01.02.1937;51.944572;8.774854;150.0;150;;;;;0.05;;;1;;;;;;0;
5733;0-276-3-5733;H311;Xanten;MODES III N;16,320;01.06.1892;51.696974;6.39741;20.0;20;;;;;0.05;;;1;;;;;;0;
